Index,Image,Output
1666,133756,No
1667,61330,No
1668,157268,No
1669,94788,No
1670,20034,No
1671,202253,No
1672,95521,No
1673,203852,Yes
1674,106893,No
1675,195755,Yes
1676,32957,Yes
1677,116635,Yes
1678,156654,No
1679,29763,No
1680,92098,No
1681,174082,No
1682,47723,Yes
1683,208797,No
1684,110302,No
1685,108384,Yes
1686,196249,No
1687,151800,No
1688,147788,No
1689,42116,No
1690,151663,Yes
1691,152706,Yes
1692,207036,No
1693,54655,No
1694,124366,No
1695,122150,Yes
1696,120474,Yes
1697,117478,Yes
1698,166723,Yes
1699,131290,Yes
1700,56016,Yes
1701,179926,No
1702,73180,Yes
1703,142773,Yes
1704,99810,Yes
1705,196794,Yes
1706,117141,No
1707,27578,No
1708,154940,No
1709,170183,Yes
1710,179156,Yes
1711,75139,Yes
1712,164886,Yes
1713,195167,No
1714,31038,Yes
1715,148303,No
1716,107909,Yes
1717,205748,Yes
1718,190690,Yes
1719,129870,Yes
1720,38276,Yes
1721,119326,No
1722,46617,Yes
1723,168576,Yes
1724,160198,Yes
1725,209672,Yes
1726,11497,No
1727,97097,Yes
1728,115520,Yes
1729,119314,No
1730,91388,No
1731,116769,Yes
1732,162760,No
1733,202355,No
1734,68498,No
1735,194366,No
1736,90180,No
1737,117284,Yes
1738,83285,Yes
1739,123426,Yes
1740,137976,No
1741,101934,No
1742,76735,Yes
1743,155702,Yes
1744,7058,No
1745,205163,Yes
1746,132658,No
1747,9367,No
1748,191213,Yes
1749,127748,No
1750,57021,No
1751,42286,Yes
1752,88316,No
1753,12553,No
1754,98454,No
1755,14781,No
1756,67739,Yes
1757,145729,Yes
1758,141479,Yes
1759,78124,No
1760,142982,No
1761,150475,Yes
1762,47596,No
1763,80011,Yes
1764,52194,Yes
1765,82951,No
1766,46093,Yes
1767,4855,No
1768,64400,No
1769,152614,Yes
1770,84797,No
1771,194541,No
1772,113791,Yes
1773,10477,No
1774,26746,No
1775,62292,Yes
1776,63719,No
1777,102981,Yes
1778,41286,Yes
1779,144204,Yes
1780,124726,No
1781,79422,Yes
1782,40310,No
1783,47991,No
1784,201550,Yes
1785,127112,No
1786,42878,Yes
1787,179839,Yes
1788,192018,No
1789,114327,Yes
1790,90613,No
1791,30192,No
1792,168829,Yes
1793,138717,No
1794,209580,No
1795,100713,No
1796,108501,Yes
1797,169957,No
1798,91759,Yes
1799,108013,No
1800,127258,No
1801,44457,No
1802,95146,Yes
1803,121359,No
1804,5333,No
1805,184271,No
1806,56656,Yes
1807,79287,No
1808,35843,Yes
1809,130967,No
1810,165327,Yes
1811,83875,Yes
1812,169580,Yes
1813,59356,Yes
1814,164916,No
1815,203800,Yes
1816,20833,No
1817,118215,No
1818,4618,No
1819,69664,Yes
1820,74823,Yes
1821,36192,No
1822,101618,Yes
1823,42421,Yes
1824,192533,Yes
1825,1103,No
1826,91378,No
1827,61953,Yes
1828,51046,No
1829,100560,Yes
1830,19560,No
1831,94369,Yes
1832,47709,Yes
1833,61422,Yes
1834,39906,Yes
1835,179392,No
1836,39832,Yes
1837,84715,No
1838,91595,Yes
1839,40560,Yes
1840,4225,No
1841,174333,Yes
1842,8505,No
1843,120251,Yes
1844,57664,No
1845,161715,Yes
1846,161209,Yes
1847,179331,No
1848,166505,Yes
1849,105481,Yes
1850,15564,No
1851,202095,Yes
1852,61289,No
1853,174278,Yes
1854,35118,Yes
1855,196256,No
1856,6380,No
1857,122405,No
1858,13989,No
1859,41236,Yes
1860,49461,Yes
1861,56356,No
1862,133954,No
1863,172820,No
1864,184327,No
1865,104763,Yes
1866,193078,Yes
1867,190953,No
1868,136936,No
1869,9728,No
1870,161988,Yes
1871,65889,Yes
1872,110413,No
1873,83105,Yes
1874,155499,No
1875,141667,No
1876,104938,No
1877,46189,No
1878,160082,Yes
1879,125697,Yes
1880,6677,No
1881,125526,No
1882,164619,Yes
1883,159873,Yes
1884,186921,Yes
1885,79103,Yes
1886,72294,Yes
1887,34697,Yes
1888,80817,Yes
1889,112740,Yes
1890,122580,No
1891,141821,Yes
1892,113606,Yes
1893,64723,No
1894,107515,No
1895,128561,No
1896,29742,No
1897,195781,Yes
1898,161495,No
1899,190460,Yes
1900,142503,Yes
1901,56954,No
1902,25396,No
1903,201463,Yes
1904,14499,No
1905,1959,No
1906,195342,Yes
1907,65623,Yes
1908,7654,No
1909,179542,No
1910,71978,No
1911,208173,No
1912,50529,No
1913,20243,No
1914,125812,Yes
1915,107928,No
1916,201948,Yes
1917,76127,Yes
1918,14527,No
1919,13493,No
1920,118710,Yes
1921,177484,Yes
1922,58888,No
1923,6417,No
1924,131777,Yes
1925,42497,Yes
1926,62263,Yes
1927,34463,Yes
1928,182937,Yes
1929,58194,No
1930,123636,No
1931,189778,No
1932,150501,No
1933,7605,No
1934,139880,No
1935,174493,Yes
1936,103636,Yes
1937,19437,No
1938,115084,Yes
1939,6371,No
1940,183663,No
1941,128273,Yes
1942,38556,No
1943,162549,Yes
1944,535,No
1945,108902,Yes
1946,52640,Yes
1947,203535,No
1948,198282,Yes
1949,123348,Yes
1950,46232,No
1951,100945,No
1952,88192,Yes
1953,173154,Yes
1954,88794,Yes
1955,209115,Yes
1956,93410,Yes
1957,17404,No
1958,64049,Yes
1959,113744,Yes
1960,107146,Yes
1961,182598,No
1962,103964,No
1963,138069,No
1964,152586,No
1965,209488,No
1966,170749,Yes
1967,30063,No
1968,25165,No
1969,99526,No
1970,57110,Yes
1971,14677,No
1972,107933,Yes
1973,8112,No
1974,119755,Yes
1975,51371,Yes
1976,1118,No
1977,52912,No
1978,1414,No
1979,57780,No
1980,126198,No
1981,201230,Yes
1982,142478,Yes
1983,137114,Yes
1984,184908,No
1985,46308,No
1986,143379,Yes
1987,185526,No
1988,205250,No
1989,96025,No
1990,160628,Yes
1991,137243,Yes
1992,199095,Yes
1993,171908,Yes
1994,148384,No
1995,152092,Yes
1996,35977,No
1997,163094,Yes
1998,85202,No
1999,85700,Yes
2000,40477,Yes
2001,3709,No
2002,180013,No
2003,36026,No
2004,96802,No
2005,63351,Yes
2006,61093,Yes
2007,77625,Yes
2008,121370,No
2009,33818,Yes
2010,16232,No
2011,126986,Yes
2012,42543,Yes
2013,10886,No
2014,144447,Yes
2015,14754,No
2016,95878,Yes
2017,122472,No
2018,115198,Yes
2019,65834,Yes
2020,198542,No
2021,50705,Yes
2022,31001,Yes
2023,137207,Yes
2024,26455,No
2025,108494,Yes
2026,159753,No
2027,61202,No
2028,22968,No
2029,141623,No
2030,47489,No
2031,41016,Yes
2032,183041,No
2033,103456,Yes
2034,128146,Yes
2035,144479,Yes
2036,161561,Yes
2037,30408,Yes
2038,12583,No
2039,136182,No
2040,39648,No
2041,10652,No
2042,44141,Yes
2043,8520,No
2044,125348,Yes
2045,52483,Yes
2046,173537,No
2047,181782,No
2048,62133,Yes
2049,73260,No
2050,12835,No
2051,125217,Yes
2052,46036,Yes
2053,173768,Yes
2054,147044,No
2055,25982,No
2056,93658,No
2057,44767,Yes
2058,48110,No
2059,2152,No
2060,92177,Yes
2061,84565,Yes
2062,22949,No
2063,50727,Yes
2064,97188,Yes
2065,46204,No
2066,19363,No
2067,71238,Yes
2068,184454,Yes
2069,58484,No
2070,57970,Yes
2071,16186,No
2072,92709,Yes
2073,113913,Yes
2074,53618,Yes
2075,19378,No
2076,184950,No
2077,14712,No
2078,24202,No
2079,121205,No
2080,185942,No
2081,70375,No
2082,207525,No
2083,90642,No
2084,148676,Yes
2085,6209,No
2086,80185,Yes
2087,163142,Yes
2088,148687,Yes
2089,103662,Yes
2090,187504,Yes
2091,194688,Yes
2092,184248,No
2093,199631,Yes
2094,15982,No
2095,82534,Yes
2096,21971,No
2097,25279,No
2098,198520,No
2099,13736,No
2100,103885,No
2101,45548,No
2102,39990,Yes
2103,117463,Yes
2104,188920,Yes
2105,153961,Yes
2106,85763,Yes
2107,175893,No
2108,156538,No
2109,153370,Yes
2110,62492,No
2111,184851,No
2112,203343,Yes
2113,135749,No
2114,104622,Yes
2115,114051,No
2116,127312,No
2117,41073,Yes
2118,41195,Yes
2119,139789,No
2120,15702,No
2121,28954,No
2122,16407,No
2123,175229,No
2124,94781,No
2125,100101,No
2126,142972,No
2127,20528,No
2128,32166,Yes
2129,52329,No
2130,81959,Yes
2131,68051,Yes
2132,150590,No
2133,76040,Yes
2134,103112,Yes
2135,52756,No
2136,171207,Yes
2137,81988,Yes
2138,74061,Yes
2139,136099,Yes
2140,97271,No
2141,181019,Yes
2142,184582,Yes
2143,85351,No
2144,72374,Yes
2145,161187,Yes
2146,41662,Yes
2147,174740,No
2148,180118,No
2149,177343,Yes
2150,52412,Yes
2151,165737,No
2152,79851,No
2153,72554,Yes
2154,162933,Yes
2155,95789,Yes
2156,157694,Yes
2157,188579,No
2158,105770,No
2159,138843,Yes
2160,162853,Yes
2161,37743,No
2162,916,No
2163,166215,No
2164,172615,Yes
2165,151952,No
2166,9595,No
2167,196232,No
2168,205902,No
2169,195333,Yes
2170,149499,No
2171,35475,No
2172,145721,No
2173,191089,Yes
2174,132933,Yes
2175,139859,No
2176,69002,No
2177,31976,No
2178,93234,Yes
2179,112504,Yes
2180,184443,Yes
2181,97330,No
2182,103135,No
2183,180922,Yes
2184,14299,No
2185,106858,No
2186,152258,Yes
2187,77794,Yes
2188,102798,No
2189,17991,No
2190,39976,Yes
2191,108491,Yes
2192,153181,No
2193,115453,Yes
2194,170758,Yes
2195,17389,No
2196,58504,Yes
2197,27431,No
2198,154898,No
2199,94195,Yes
2200,92906,No
2201,27989,No
2202,111119,Yes
2203,157449,Yes
2204,149485,No
2205,50483,No
2206,201998,Yes
2207,81351,Yes
2208,88447,Yes
2209,94916,No
2210,70766,No
2211,29743,No
2212,94069,Yes
2213,74135,Yes
2214,93050,No
2215,153192,No
2216,105368,Yes
2217,112303,No
2218,122569,No
2219,121304,No
2220,78378,Yes
2221,177045,No
2222,204322,Yes
2223,8269,No
2224,61392,No
2225,49355,No
2226,64729,No
2227,95243,Yes
2228,53623,Yes
2229,10293,No
2230,89569,No
2231,64337,No
2232,7461,No
2233,119327,No
2234,18588,No
2235,20171,No
2236,171904,Yes
2237,80358,Yes
2238,192996,Yes
2239,13697,No
2240,77340,Yes
2241,121795,No
2242,79458,Yes
2243,2335,No
2244,113985,No
2245,49129,No
2246,112336,No
2247,113875,Yes
2248,187872,No
2249,141574,No
2250,112124,No
2251,145359,Yes
2252,126687,No
2253,25882,No
2254,163043,Yes
2255,70777,No
2256,171893,Yes
2257,158656,Yes
2258,43949,No
2259,36708,No
2260,41032,Yes
2261,188037,Yes
2262,74759,Yes
2263,15552,No
2264,63870,Yes
2265,209001,Yes
2266,39067,No
2267,147347,Yes
2268,197946,No
2269,41409,No
2270,159659,No
2271,43715,No
2272,42144,No
2273,97858,No
2274,125734,Yes
2275,100895,No
2276,197525,Yes
2277,166558,Yes
2278,20799,No
2279,529,No
2280,83525,No
2281,157819,No
2282,197993,Yes
2283,141269,Yes
2284,74134,Yes
2285,113846,Yes
2286,193189,No
2287,173543,Yes
2288,200796,Yes
2289,157093,Yes
2290,95646,Yes
2291,37719,Yes
2292,60463,Yes
2293,150120,No
2294,99566,No
2295,195182,No
2296,140804,Yes
2297,138112,No
2298,11654,No
2299,16477,No
2300,179032,Yes
2301,179348,Yes
2302,35539,No
2303,157459,Yes
2304,202145,No
2305,87630,No
2306,114671,No
2307,205581,Yes
2308,61903,No
2309,49579,Yes
2310,47643,Yes
2311,122675,Yes
2312,206039,Yes
2313,100823,No
2314,49298,No
2315,173858,Yes
2316,127597,Yes
2317,7728,No
2318,58340,No
2319,126639,Yes
2320,169744,Yes
2321,205604,Yes
2322,24446,No
2323,81872,Yes
2324,110168,Yes
2325,52818,No
2326,145237,No
2327,201239,Yes
2328,177900,Yes
2329,105715,Yes
2330,105275,Yes
2331,142016,Yes
2332,173256,Yes
2333,209010,Yes
2334,157543,Yes
2335,30151,No
2336,188965,No
2337,150705,No
2338,20054,No
2339,166334,No
2340,63993,Yes
2341,22501,No
2342,148358,No
2343,204160,No
2344,48273,Yes
2345,193288,No
2346,189586,No
2347,94603,Yes
2348,197234,Yes
2349,72178,No
2350,88614,Yes
2351,187179,No
2352,57319,Yes
2353,200436,No
2354,12909,No
2355,105912,Yes
2356,56450,No
2357,89756,Yes
2358,8472,No
2359,180243,Yes
2360,131867,Yes
2361,40898,No
2362,83467,No
2363,12449,No
2364,980,No
2365,52753,Yes
2366,138779,No
2367,118766,No
2368,155794,Yes
2369,157763,Yes
2370,95140,Yes
2371,29947,No
2372,771,No
2373,135266,Yes
2374,174926,Yes
2375,24867,No
2376,169603,Yes
2377,189858,Yes
2378,137861,Yes
2379,147505,Yes
2380,24847,No
2381,76033,Yes
2382,78447,Yes
2383,191584,No
2384,140938,No
2385,8007,No
2386,33503,Yes
2387,188175,Yes
2388,115437,Yes
2389,386,No
2390,92982,Yes
2391,200937,Yes
2392,106508,Yes
2393,153061,No
2394,53842,Yes
2395,14008,No
2396,61519,Yes
2397,40569,Yes
2398,32052,Yes
2399,180115,No
2400,155655,Yes
2401,206692,Yes
2402,122618,Yes
2403,133343,Yes
2404,60676,No
2405,159671,Yes
2406,33528,No
2407,120674,No
2408,169722,No
2409,171513,Yes
2410,155189,Yes
2411,30704,No
2412,25568,No
2413,25786,No
2414,1872,No
2415,78063,No
2416,64279,No
2417,10103,No
2418,191353,No
2419,159941,Yes
2420,145260,No
2421,15510,No
2422,135433,Yes
2423,103162,Yes
2424,20559,No
2425,102126,No
2426,186810,Yes
2427,121437,Yes
2428,35854,Yes
2429,143089,Yes
2430,181851,No
2431,118881,No
2432,75329,Yes
2433,72318,Yes
2434,167884,Yes
2435,44393,Yes
2436,86387,Yes
2437,185634,Yes
2438,155451,No
2439,100540,Yes
2440,14944,No
2441,94377,No
2442,90313,Yes
2443,166527,Yes
2444,137564,No
2445,167610,Yes
2446,125969,Yes
2447,187083,Yes
2448,6906,No
2449,12791,No
2450,22656,No
2451,47812,Yes
2452,179516,No
2453,36313,Yes
2454,131125,Yes
2455,89450,No
2456,111466,Yes
2457,5137,No
2458,181780,Yes
2459,126619,Yes
2460,97485,Yes
2461,139183,No
2462,22730,No
2463,25166,No
2464,187743,Yes
2465,119879,Yes
2466,124636,Yes
2467,91783,Yes
2468,74906,No
2469,149169,Yes
2470,209301,No
2471,29443,No
2472,66129,No
2473,148664,Yes
2474,161423,No
2475,111534,No
2476,199932,No
2477,80196,Yes
2478,59652,Yes
2479,124407,Yes
2480,22421,No
2481,96013,No
2482,74295,Yes
2483,113240,Yes
2484,163571,Yes
2485,33248,Yes
2486,38966,No
2487,12422,No
2488,7725,No
2489,28080,No
2490,35660,Yes
2491,21843,No
2492,3010,No
2493,185666,Yes
2494,64258,No
2495,83997,Yes
2496,110272,Yes
2497,170848,Yes
2498,3894,Yes
2499,49765,No
2500,65767,Yes
2501,72419,Yes
2502,48793,No
2503,161368,Yes
2504,154077,Yes
2505,12453,No
2506,47851,Yes
2507,182655,Yes
2508,25300,No
2509,149506,No
2510,111636,No
2511,163773,Yes
2512,180542,No
2513,16922,No
2514,10161,No
2515,52805,No
2516,132367,Yes
2517,97795,No
2518,502,No
2519,165374,Yes
2520,7382,No
2521,110739,Yes
2522,8063,No
2523,208497,Yes
2524,139875,No
2525,13177,No
2526,114721,No
2527,61852,No
2528,78636,No
2529,100557,Yes
2530,5716,No
2531,91217,No
2532,124582,Yes
2533,65697,Yes
2534,174047,No
2535,88239,No
2536,22576,No
2537,114443,Yes
2538,48339,Yes
2539,192624,No
2540,48210,Yes
2541,143792,Yes
2542,78493,Yes
2543,60046,No
2544,106699,Yes
2545,53600,No
2546,155564,No
2547,46145,No
2548,48044,No
2549,149787,Yes
2550,122830,Yes
2551,36087,No
2552,93459,Yes
2553,170870,Yes
2554,90974,Yes
2555,151223,No
2556,128037,Yes
2557,190783,No
2558,73404,Yes
2559,123529,No
2560,197610,Yes
2561,153773,No
2562,32973,Yes
2563,162934,Yes
2564,129045,No
2565,114292,Yes
2566,63554,No
2567,88997,No
2568,183500,Yes
2569,197723,Yes
2570,196971,Yes
2571,10379,No
2572,76368,No
2573,198613,No
2574,77416,No
2575,64676,Yes
2576,104965,No
2577,101994,No
2578,14060,No
2579,137617,Yes
2580,14433,No
2581,201198,No
2582,74051,Yes
2583,140147,Yes
2584,108996,Yes
2585,66734,No
2586,207275,Yes
2587,151644,Yes
2588,697,No
2589,70198,No
2590,95688,Yes
2591,167830,Yes
2592,147532,No
2593,154556,Yes
2594,122392,Yes
2595,122177,Yes
2596,51675,No
2597,95590,No
2598,142032,Yes
2599,96515,No
2600,116527,No
2601,142675,Yes
2602,135655,No
2603,66967,Yes
2604,13353,No
2605,198288,Yes
2606,18269,No
2607,76809,No
2608,28876,No
2609,699,No
2610,203620,Yes
2611,126071,Yes
2612,204282,Yes
2613,154078,Yes
2614,154941,No
2615,127150,Yes
2616,21588,No
2617,134449,No
2618,14621,No
2619,40537,Yes
2620,196479,Yes
2621,86754,Yes
2622,2430,No
2623,181263,No
2624,182154,Yes
2625,140188,Yes
2626,112762,No
2627,48261,Yes
2628,95918,Yes
2629,126417,Yes
2630,205331,No
2631,163773,Yes
2632,93075,No
2633,42871,Yes
2634,17253,No
2635,140547,No
2636,209831,Yes
2637,182158,Yes
2638,91684,Yes
2639,145383,No
2640,49833,No
2641,163448,Yes
2642,179722,Yes
2643,104422,No
2644,113663,Yes
2645,100790,Yes
2646,78393,Yes
2647,50956,No
2648,198410,Yes
2649,30362,Yes
2650,130654,Yes
2651,57674,No
2652,93829,Yes
2653,174461,Yes
2654,53597,No
2655,128114,Yes
2656,90636,No
2657,117906,Yes
2658,10593,No
2659,99028,No
2660,190263,No
2661,115304,No
2662,81366,Yes
2663,54970,Yes
2664,89278,Yes
2665,81305,Yes
2666,194566,No
2667,110886,Yes
2668,82845,No
2669,65185,Yes
2670,199463,Yes
2671,120554,No
2672,2549,No
2673,33788,No
2674,138816,Yes
2675,148649,Yes
2676,173911,No
2677,141588,No
2678,157856,No
2679,153304,Yes
2680,194936,No
2681,207472,Yes
2682,70315,No
2683,180742,No
2684,13263,No
2685,67570,Yes
2686,166836,No
2687,202052,Yes
2688,25849,No
2689,159281,Yes
2690,207825,Yes
2691,34086,Yes
2692,115809,No
2693,112077,Yes
2694,85397,No
2695,118013,Yes
2696,60095,No
2697,29397,No
2698,2986,No
2699,150516,No
2700,141714,Yes
2701,15156,No
2702,150465,Yes
2703,183573,Yes
2704,189618,No
2705,145541,Yes
2706,191839,Yes
2707,23677,No
2708,187250,No
2709,139662,Yes
2710,73510,Yes
2711,140500,No
2712,87409,Yes
2713,31322,No
2714,184926,No
2715,123868,Yes
2716,51339,Yes
2717,22533,No
2718,73472,Yes
2719,95485,No
2720,37781,No
2721,74365,Yes
2722,84007,No
2723,201424,Yes
2724,44217,Yes
2725,16863,No
2726,165831,Yes
2727,128827,Yes
2728,6870,No
2729,160761,Yes
2730,83572,No
2731,54933,Yes
2732,95645,Yes
2733,79683,Yes
2734,30051,No
2735,62017,Yes
2736,198530,Yes
2737,2324,No
2738,197303,Yes
2739,84594,Yes
2740,118436,Yes
2741,33542,Yes
2742,24029,No
2743,184393,No
2744,90170,No
2745,182121,Yes
2746,9908,No
2747,134853,Yes
2748,159370,Yes
2749,829,Yes
2750,61851,No
2751,421,No
2752,44939,No
2753,74996,No
2754,34656,Yes
2755,191557,No
2756,53452,No
2757,15846,No
2758,26582,No
2759,197004,Yes
2760,205020,Yes
2761,103731,Yes
2762,82624,Yes
2763,12513,No
2764,59905,No
2765,44246,Yes
2766,140495,No
2767,162290,Yes
2768,141749,Yes
2769,152342,No
2770,163392,No
2771,40192,No
2772,183638,No
2773,37952,No
2774,172722,No
2775,16862,No
2776,45517,No
2777,194901,Yes
2778,153327,Yes
2779,182443,No
2780,189545,No
2781,47851,Yes
2782,67583,Yes
2783,72508,No
2784,64577,Yes
2785,1175,No
2786,101972,No
2787,103733,Yes
2788,139762,Yes
2789,139879,No
2790,85423,Yes
2791,85490,Yes
2792,150225,Yes
2793,57339,Yes
2794,47819,Yes
2795,199792,No
2796,107877,Yes
2797,51292,Yes
2798,26932,No
2799,119501,No
2800,71631,Yes
2801,104573,No
2802,195102,No
2803,28343,No
2804,146423,No
2805,206497,No
2806,13745,No
2807,42346,Yes
2808,97720,No
2809,1093,No
2810,20040,No
2811,188169,Yes
2812,125048,Yes
2813,104848,Yes
2814,20652,No
2815,184544,Yes
2816,174912,Yes
2817,72280,Yes
2818,54882,Yes
2819,44479,No
2820,92542,No
2821,12233,No
2822,129443,Yes
2823,19410,No
2824,171274,Yes
2825,124947,No
2826,71001,Yes
2827,184412,Yes
2828,163288,No
2829,2770,No
2830,181471,Yes
2831,119,No
2832,104415,No
2833,107115,Yes
2834,40984,No
2835,196732,No
2836,168433,Yes
2837,142971,Yes
2838,104285,Yes
2839,120872,Yes
2840,144286,Yes
2841,175765,Yes
2842,49921,No
2843,128254,Yes
2844,94657,Yes
2845,55459,Yes
2846,23031,No
2847,33696,No
2848,203199,Yes
2849,152154,Yes
2850,75712,No
2851,84187,No
2852,177982,Yes
2853,146340,Yes
2854,21414,No
2855,33854,Yes
2856,70989,Yes
2857,158178,Yes
2858,106819,Yes
2859,200352,No
2860,209371,No
2861,106231,Yes
2862,83101,Yes
2863,129634,No
2864,25296,No
2865,128543,No
2866,12879,No
2867,93411,Yes
2868,65402,No
2869,129498,Yes
2870,179759,Yes
2871,144366,Yes
2872,134966,No
2873,180204,Yes
2874,208301,No
2875,178058,Yes
2876,164957,Yes
2877,124815,No
2878,174786,No
2879,71072,Yes
2880,75030,No
2881,23865,No
2882,152657,Yes
2883,90689,Yes
2884,181482,Yes
2885,171180,No
2886,76336,No
2887,184583,Yes
2888,144484,Yes
2889,12813,No
2890,145662,Yes
2891,151715,No
2892,40038,Yes
2893,35315,Yes
2894,166025,Yes
2895,195349,Yes
2896,71419,No
2897,152787,Yes
2898,66357,Yes
2899,36889,Yes
2900,174970,Yes
2901,113591,No
2902,18270,No
2903,105175,No
2904,78109,No
2905,95061,Yes
2906,207855,Yes
2907,117174,No
2908,57242,Yes
2909,2231,No
2910,38409,Yes
2911,142376,No
2912,174006,No
2913,118931,No
2914,197928,Yes
2915,169561,Yes
2916,73959,Yes
2917,66751,No
2918,178975,No
2919,128060,Yes
2920,207537,No
2921,207834,Yes
2922,126574,Yes
2923,135838,Yes
2924,65026,Yes
2925,147985,Yes
2926,89595,No
2927,90049,No
2928,140529,No
2929,61946,No
2930,148918,No
2931,153228,Yes
2932,110879,Yes
2933,181282,No
2934,126746,No
2935,30468,Yes
2936,132286,Yes
2937,105032,No
2938,96068,No
2939,87675,No
2940,120615,No
2941,94116,No
2942,152941,No
2943,112014,Yes
2944,109313,No
2945,199710,Yes
2946,11034,No
2947,177134,No
2948,182249,Yes
2949,6785,No
2950,72099,No
2951,130298,No
2952,43440,Yes
2953,146550,No
2954,107903,Yes
2955,42982,Yes
2956,2882,No
2957,2010,No
2958,175135,No
2959,171021,No
2960,33470,Yes
2961,179802,Yes
2962,55517,Yes
2963,201892,Yes
2964,64712,No
2965,32914,No
2966,50350,Yes
2967,180940,Yes
2968,49794,Yes
2969,13955,No
2970,173820,Yes
2971,2078,No
2972,9434,No
2973,95267,Yes
2974,183797,No
2975,60574,No
2976,10946,No
2977,25248,No
2978,158720,Yes
2979,149053,Yes
2980,115573,Yes
2981,66112,No
2982,97491,Yes
2983,29370,No
2984,195717,No
2985,26342,No
2986,24535,No
2987,72838,Yes
2988,105039,No
2989,35033,Yes
2990,15092,No
2991,95126,Yes
2992,58242,No
2993,197699,Yes
2994,29682,No
2995,117873,Yes
2996,11944,No
2997,166555,Yes
2998,73407,Yes
2999,141866,Yes
3000,137724,Yes
3001,72193,No
3002,41236,Yes
3003,6460,No
3004,157915,No
3005,112070,Yes
3006,28981,No
3007,75823,Yes
3008,107243,Yes
3009,145378,No
3010,87883,Yes
3011,44272,Yes
3012,44505,No
3013,13710,No
3014,44270,Yes
3015,135497,Yes
3016,157066,Yes
3017,195079,No
3018,57880,Yes
3019,63360,Yes
3020,96060,No
3021,48397,Yes
3022,40429,Yes
3023,11230,No
3024,119598,No
3025,15462,No
3026,81405,Yes
3027,111542,No
3028,12759,No
3029,8813,No
3030,10060,No
3031,61577,Yes
3032,171314,Yes
3033,109596,Yes
3034,141181,No
3035,55571,Yes
3036,148791,No
3037,77508,No
3038,111959,Yes
3039,33385,Yes
3040,62857,Yes
3041,176944,No
3042,162589,Yes
3043,193714,No
3044,64336,No
3045,25118,No
3046,12384,No
3047,138061,No
3048,109385,No
3049,13687,No
3050,1753,No
3051,190661,Yes
3052,2862,No
3053,187618,Yes
3054,63355,Yes
3055,101258,Yes
3056,105336,Yes
3057,127023,Yes
3058,185629,Yes
3059,148034,Yes
3060,109881,No
3061,15620,No
3062,168113,No
3063,88776,No
3064,183335,Yes
3065,173143,Yes
3066,37217,No
3067,28366,No
3068,170476,No
3069,131646,Yes
3070,179301,Yes
3071,118187,No
3072,56584,No
3073,137334,No
3074,175371,No
3075,114753,Yes
3076,35874,Yes
3077,22357,No
3078,137881,Yes
3079,34293,No
3080,132502,No
3081,127865,No
3082,11237,No
